Criado como novo conjunto de dados;Amostra 269 por fsouto data terça-feira, março 25 2025
cm-1;A
2610,00;0,0018
2609,00;0,0018
2608,00;0,0018
2607,00;0,0018
2606,00;0,0018
2605,00;0,0018
2604,00;0,0018
2603,00;0,0018
2602,00;0,0018
2601,00;0,0018
2600,00;0,0018
2599,00;0,0018
2598,00;0,0018
2597,00;0,0018
2596,00;0,0018
2595,00;0,0018
2594,00;0,0018
2593,00;0,0018
2592,00;0,0018
2591,00;0,0018
2590,00;0,0018
2589,00;0,0017
2588,00;0,0017
2587,00;0,0017
2586,00;0,0017
2585,00;0,0017
2584,00;0,0017
2583,00;0,0017
2582,00;0,0017
2581,00;0,0017
2580,00;0,0018
2579,00;0,0018
2578,00;0,0018
2577,00;0,0018
2576,00;0,0017
2575,00;0,0017
2574,00;0,0017
2573,00;0,0017
2572,00;0,0017
2571,00;0,0017
2570,00;0,0017
2569,00;0,0017
2568,00;0,0017
2567,00;0,0017
2566,00;0,0017
2565,00;0,0017
2564,00;0,0017
2563,00;0,0017
2562,00;0,0017
2561,00;0,0017
2560,00;0,0017
2559,00;0,0017
2558,00;0,0017
2557,00;0,0017
2556,00;0,0017
2555,00;0,0017
2554,00;0,0017
2553,00;0,0016
2552,00;0,0016
2551,00;0,0016
2550,00;0,0017
2549,00;0,0017
2548,00;0,0017
2547,00;0,0017
2546,00;0,0017
2545,00;0,0017
2544,00;0,0016
2543,00;0,0016
2542,00;0,0016
2541,00;0,0016
2540,00;0,0016
2539,00;0,0016
2538,00;0,0016
2537,00;0,0016
2536,00;0,0016
2535,00;0,0016
2534,00;0,0016
2533,00;0,0016
2532,00;0,0016
2531,00;0,0016
2530,00;0,0016
2529,00;0,0016
2528,00;0,0016
2527,00;0,0016
2526,00;0,0016
2525,00;0,0016
2524,00;0,0016
2523,00;0,0016
2522,00;0,0016
2521,00;0,0016
2520,00;0,0016
2519,00;0,0016
2518,00;0,0016
2517,00;0,0016
2516,00;0,0016
2515,00;0,0016
2514,00;0,0016
2513,00;0,0016
2512,00;0,0016
2511,00;0,0016
2510,00;0,0016
2509,00;0,0016
2508,00;0,0016
2507,00;0,0016
2506,00;0,0016
2505,00;0,0016
2504,00;0,0016
2503,00;0,0016
2502,00;0,0016
2501,00;0,0016
2500,00;0,0016
2499,00;0,0016
2498,00;0,0016
2497,00;0,0016
2496,00;0,0016
2495,00;0,0016
2494,00;0,0016
2493,00;0,0016
2492,00;0,0016
2491,00;0,0016
2490,00;0,0016
2489,00;0,0016
2488,00;0,0015
2487,00;0,0015
2486,00;0,0015
2485,00;0,0016
2484,00;0,0015
2483,00;0,0015
2482,00;0,0015
2481,00;0,0015
2480,00;0,0016
2479,00;0,0016
2478,00;0,0016
2477,00;0,0015
2476,00;0,0015
2475,00;0,0015
2474,00;0,0015
2473,00;0,0015
2472,00;0,0015
2471,00;0,0015
2470,00;0,0015
2469,00;0,0015
2468,00;0,0015
2467,00;0,0015
2466,00;0,0015
2465,00;0,0015
2464,00;0,0015
2463,00;0,0015
2462,00;0,0015
2461,00;0,0015
2460,00;0,0015
2459,00;0,0015
2458,00;0,0015
2457,00;0,0015
2456,00;0,0015
2455,00;0,0015
2454,00;0,0015
2453,00;0,0015
2452,00;0,0015
2451,00;0,0015
2450,00;0,0015
2449,00;0,0015
2448,00;0,0015
2447,00;0,0015
2446,00;0,0015
2445,00;0,0015
2444,00;0,0015
2443,00;0,0015
2442,00;0,0015
2441,00;0,0015
2440,00;0,0015
2439,00;0,0015
2438,00;0,0015
2437,00;0,0015
2436,00;0,0015
2435,00;0,0015
2434,00;0,0015
2433,00;0,0015
2432,00;0,0015
2431,00;0,0015
2430,00;0,0015
2429,00;0,0015
2428,00;0,0015
2427,00;0,0015
2426,00;0,0015
2425,00;0,0015
2424,00;0,0015
2423,00;0,0015
2422,00;0,0015
2421,00;0,0015
2420,00;0,0015
2419,00;0,0015
2418,00;0,0015
2417,00;0,0015
2416,00;0,0015
2415,00;0,0015
2414,00;0,0015
2413,00;0,0015
2412,00;0,0015
2411,00;0,0015
2410,00;0,0015
2409,00;0,0015
2408,00;0,0015
2407,00;0,0015
2406,00;0,0015
2405,00;0,0015
2404,00;0,0015
2403,00;0,0015
2402,00;0,0015
2401,00;0,0015
2400,00;0,0015
2399,00;0,0015
2398,00;0,0015
2397,00;0,0015
2396,00;0,0015
2395,00;0,0015
2394,00;0,0015
2393,00;0,0015
2392,00;0,0015
2391,00;0,0015
2390,00;0,0015
2389,00;0,0015
2388,00;0,0015
2387,00;0,0015
2386,00;0,0015
2385,00;0,0015
2384,00;0,0016
2383,00;0,0016
2382,00;0,0016
2381,00;0,0015
2380,00;0,0015
2379,00;0,0014
2378,00;0,0014
2377,00;0,0013
2376,00;0,0013
2375,00;0,0014
2374,00;0,0014
2373,00;0,0014
2372,00;0,0015
2371,00;0,0015
2370,00;0,0015
2369,00;0,0016
2368,00;0,0016
2367,00;0,0016
2366,00;0,0015
2365,00;0,0015
2364,00;0,0015
2363,00;0,0015
2362,00;0,0015
2361,00;0,0014
2360,00;0,0014
2359,00;0,0014
2358,00;0,0014
2357,00;0,0015
2356,00;0,0015
2355,00;0,0015
2354,00;0,0015
2353,00;0,0015
2352,00;0,0015
2351,00;0,0015
2350,00;0,0015
2349,00;0,0015
2348,00;0,0015
2347,00;0,0015
2346,00;0,0015
2345,00;0,0015
2344,00;0,0016
2343,00;0,0017
2342,00;0,0016
2341,00;0,0016
2340,00;0,0015
2339,00;0,0014
2338,00;0,0013
2337,00;0,0013
2336,00;0,0013
2335,00;0,0014
2334,00;0,0014
2333,00;0,0014
2332,00;0,0015
2331,00;0,0015
2330,00;0,0016
2329,00;0,0016
2328,00;0,0016
2327,00;0,0017
2326,00;0,0017
2325,00;0,0016
2324,00;0,0016
2323,00;0,0016
2322,00;0,0016
2321,00;0,0016
2320,00;0,0016
2319,00;0,0016
2318,00;0,0016
2317,00;0,0016
2316,00;0,0016
2315,00;0,0015
2314,00;0,0016
2313,00;0,0016
2312,00;0,0016
2311,00;0,0017
2310,00;0,0017
2309,00;0,0017
2308,00;0,0017
2307,00;0,0017
2306,00;0,0016
2305,00;0,0016
2304,00;0,0016
2303,00;0,0016
2302,00;0,0016
2301,00;0,0017
2300,00;0,0017
2299,00;0,0017
2298,00;0,0016
2297,00;0,0016
2296,00;0,0016
2295,00;0,0016
2294,00;0,0016
2293,00;0,0015
2292,00;0,0015
2291,00;0,0015
2290,00;0,0015
2289,00;0,0015
2288,00;0,0014
2287,00;0,0014
2286,00;0,0014
2285,00;0,0015
2284,00;0,0014
2283,00;0,0014
2282,00;0,0014
2281,00;0,0014
2280,00;0,0014
2279,00;0,0014
2278,00;0,0014
2277,00;0,0014
2276,00;0,0014
2275,00;0,0014
2274,00;0,0014
2273,00;0,0014
2272,00;0,0014
2271,00;0,0014
2270,00;0,0014
2269,00;0,0014
2268,00;0,0014
2267,00;0,0014
2266,00;0,0014
2265,00;0,0014
2264,00;0,0014
2263,00;0,0014
2262,00;0,0014
2261,00;0,0014
2260,00;0,0014
2259,00;0,0014
2258,00;0,0014
2257,00;0,0014
2256,00;0,0014
2255,00;0,0014
2254,00;0,0014
2253,00;0,0014
2252,00;0,0014
2251,00;0,0014
2250,00;0,0014
2249,00;0,0014
2248,00;0,0014
2247,00;0,0014
2246,00;0,0014
2245,00;0,0014
2244,00;0,0014
2243,00;0,0014
2242,00;0,0014
2241,00;0,0014
2240,00;0,0014
2239,00;0,0014
2238,00;0,0014
2237,00;0,0013
2236,00;0,0013
2235,00;0,0013
2234,00;0,0014
2233,00;0,0014
2232,00;0,0014
2231,00;0,0014
2230,00;0,0013
2229,00;0,0013
2228,00;0,0013
2227,00;0,0013
2226,00;0,0013
2225,00;0,0013
2224,00;0,0013
2223,00;0,0013
2222,00;0,0013
2221,00;0,0013
2220,00;0,0013
2219,00;0,0013
2218,00;0,0013
2217,00;0,0013
2216,00;0,0013
2215,00;0,0013
2214,00;0,0013
2213,00;0,0013
2212,00;0,0013
2211,00;0,0013
2210,00;0,0013
2209,00;0,0013
2208,00;0,0013
2207,00;0,0013
2206,00;0,0013
2205,00;0,0013
2204,00;0,0013
2203,00;0,0013
2202,00;0,0013
2201,00;0,0013
2200,00;0,0013
2199,00;0,0013
2198,00;0,0013
2197,00;0,0013
2196,00;0,0013
2195,00;0,0013
2194,00;0,0013
2193,00;0,0013
2192,00;0,0013
2191,00;0,0013
2190,00;0,0013
2189,00;0,0013
2188,00;0,0013
2187,00;0,0013
2186,00;0,0013
2185,00;0,0013
2184,00;0,0013
2183,00;0,0013
2182,00;0,0013
2181,00;0,0013
2180,00;0,0013
2179,00;0,0013
2178,00;0,0013
2177,00;0,0013
2176,00;0,0013
2175,00;0,0013
2174,00;0,0013
2173,00;0,0013
2172,00;0,0013
2171,00;0,0013
2170,00;0,0013
2169,00;0,0013
2168,00;0,0013
2167,00;0,0013
2166,00;0,0013
2165,00;0,0013
2164,00;0,0013
2163,00;0,0013
2162,00;0,0013
2161,00;0,0013
2160,00;0,0013
2159,00;0,0013
2158,00;0,0013
2157,00;0,0013
2156,00;0,0013
2155,00;0,0013
2154,00;0,0013
2153,00;0,0013
2152,00;0,0013
2151,00;0,0013
2150,00;0,0013
2149,00;0,0013
2148,00;0,0013
2147,00;0,0013
2146,00;0,0013
2145,00;0,0013
2144,00;0,0013
2143,00;0,0013
2142,00;0,0013
2141,00;0,0013
2140,00;0,0013
2139,00;0,0013
2138,00;0,0013
2137,00;0,0013
2136,00;0,0013
2135,00;0,0013
2134,00;0,0013
2133,00;0,0013
2132,00;0,0013
2131,00;0,0013
2130,00;0,0013
2129,00;0,0013
2128,00;0,0013
2127,00;0,0013
2126,00;0,0013
2125,00;0,0013
2124,00;0,0013
2123,00;0,0013
2122,00;0,0013
2121,00;0,0013
2120,00;0,0013
2119,00;0,0013
2118,00;0,0013
2117,00;0,0013
2116,00;0,0013
2115,00;0,0013
2114,00;0,0013
2113,00;0,0013
2112,00;0,0013
2111,00;0,0013
2110,00;0,0013
2109,00;0,0013
2108,00;0,0013
2107,00;0,0013
2106,00;0,0013
2105,00;0,0013
2104,00;0,0013
2103,00;0,0013
2102,00;0,0013
2101,00;0,0013
2100,00;0,0013
2099,00;0,0013
2098,00;0,0013
2097,00;0,0013
2096,00;0,0013
2095,00;0,0013
2094,00;0,0013
2093,00;0,0013
2092,00;0,0013
2091,00;0,0013
2090,00;0,0013
2089,00;0,0013
2088,00;0,0013
2087,00;0,0013
2086,00;0,0013
2085,00;0,0013
2084,00;0,0013
2083,00;0,0013
2082,00;0,0013
2081,00;0,0013
2080,00;0,0013
2079,00;0,0013
2078,00;0,0013
2077,00;0,0013
2076,00;0,0013
2075,00;0,0013
2074,00;0,0013
2073,00;0,0013
2072,00;0,0013
2071,00;0,0013
2070,00;0,0013
2069,00;0,0013
2068,00;0,0013
2067,00;0,0013
2066,00;0,0013
2065,00;0,0013
2064,00;0,0013
2063,00;0,0013
2062,00;0,0013
2061,00;0,0013
2060,00;0,0013
2059,00;0,0013
2058,00;0,0013
2057,00;0,0013
2056,00;0,0013
2055,00;0,0013
2054,00;0,0013
2053,00;0,0013
2052,00;0,0013
2051,00;0,0013
2050,00;0,0013
2049,00;0,0013
2048,00;0,0013
2047,00;0,0013
2046,00;0,0013
2045,00;0,0013
2044,00;0,0013
2043,00;0,0013
2042,00;0,0013
2041,00;0,0013
2040,00;0,0013
2039,00;0,0013
2038,00;0,0013
2037,00;0,0013
2036,00;0,0013
2035,00;0,0013
2034,00;0,0013
2033,00;0,0013
2032,00;0,0013
2031,00;0,0013
2030,00;0,0013
2029,00;0,0013
2028,00;0,0013
2027,00;0,0013
2026,00;0,0013
2025,00;0,0013
2024,00;0,0013
2023,00;0,0013
2022,00;0,0013
2021,00;0,0013
2020,00;0,0013
2019,00;0,0013
2018,00;0,0013
2017,00;0,0013
2016,00;0,0013
2015,00;0,0013
2014,00;0,0013
2013,00;0,0013
2012,00;0,0013
2011,00;0,0013
2010,00;0,0013
2009,00;0,0013
2008,00;0,0013
2007,00;0,0013
2006,00;0,0013
2005,00;0,0013
2004,00;0,0013
2003,00;0,0013
2002,00;0,0013
2001,00;0,0013
2000,00;0,0013
1999,00;0,0013
1998,00;0,0013
1997,00;0,0013
1996,00;0,0013
1995,00;0,0013
1994,00;0,0013
1993,00;0,0013
1992,00;0,0013
1991,00;0,0013
1990,00;0,0013
1989,00;0,0013
1988,00;0,0013
1987,00;0,0013
1986,00;0,0013
1985,00;0,0013
1984,00;0,0013
1983,00;0,0013
1982,00;0,0013
1981,00;0,0013
1980,00;0,0013
1979,00;0,0013
1978,00;0,0013
1977,00;0,0013
1976,00;0,0013
1975,00;0,0013
1974,00;0,0013
1973,00;0,0013
1972,00;0,0013
1971,00;0,0013
1970,00;0,0013
1969,00;0,0013
1968,00;0,0013
1967,00;0,0013
1966,00;0,0013
1965,00;0,0013
1964,00;0,0013
1963,00;0,0013
1962,00;0,0013
1961,00;0,0013
1960,00;0,0013
1959,00;0,0013
1958,00;0,0013
1957,00;0,0013
1956,00;0,0013
1955,00;0,0013
1954,00;0,0013
1953,00;0,0013
1952,00;0,0013
1951,00;0,0013
1950,00;0,0013
1949,00;0,0013
1948,00;0,0013
1947,00;0,0013
1946,00;0,0013
1945,00;0,0013
1944,00;0,0013
1943,00;0,0013
1942,00;0,0013
1941,00;0,0013
1940,00;0,0013
1939,00;0,0013
1938,00;0,0013
1937,00;0,0013
1936,00;0,0013
1935,00;0,0013
1934,00;0,0013
1933,00;0,0013
1932,00;0,0013
1931,00;0,0013
1930,00;0,0013
1929,00;0,0013
1928,00;0,0013
1927,00;0,0013
1926,00;0,0013
1925,00;0,0013
1924,00;0,0013
1923,00;0,0013
1922,00;0,0013
1921,00;0,0013
1920,00;0,0013
1919,00;0,0013
1918,00;0,0013
1917,00;0,0013
1916,00;0,0013
1915,00;0,0013
1914,00;0,0013
1913,00;0,0013
1912,00;0,0013
1911,00;0,0013
1910,00;0,0013
1909,00;0,0013
1908,00;0,0013
1907,00;0,0013
1906,00;0,0013
1905,00;0,0013
1904,00;0,0013
1903,00;0,0013
1902,00;0,0013
1901,00;0,0013
1900,00;0,0013
1899,00;0,0013
1898,00;0,0013
1897,00;0,0013
1896,00;0,0013
1895,00;0,0013
1894,00;0,0013
1893,00;0,0013
1892,00;0,0013
1891,00;0,0013
1890,00;0,0013
1889,00;0,0013
1888,00;0,0013
1887,00;0,0013
1886,00;0,0013
1885,00;0,0013
1884,00;0,0013
1883,00;0,0013
1882,00;0,0013
1881,00;0,0013
1880,00;0,0013
1879,00;0,0013
1878,00;0,0013
1877,00;0,0013
1876,00;0,0013
1875,00;0,0013
1874,00;0,0013
1873,00;0,0013
1872,00;0,0013
1871,00;0,0013
1870,00;0,0012
1869,00;0,0012
1868,00;0,0013
1867,00;0,0013
1866,00;0,0013
1865,00;0,0013
1864,00;0,0013
1863,00;0,0013
1862,00;0,0013
1861,00;0,0013
1860,00;0,0013
1859,00;0,0013
1858,00;0,0013
1857,00;0,0013
1856,00;0,0013
1855,00;0,0013
1854,00;0,0013
1853,00;0,0013
1852,00;0,0013
1851,00;0,0013
1850,00;0,0013
1849,00;0,0013
1848,00;0,0013
1847,00;0,0013
1846,00;0,0013
1845,00;0,0012
1844,00;0,0012
1843,00;0,0013
1842,00;0,0013
1841,00;0,0013
1840,00;0,0013
1839,00;0,0013
1838,00;0,0013
1837,00;0,0013
1836,00;0,0013
1835,00;0,0013
1834,00;0,0013
1833,00;0,0013
1832,00;0,0013
1831,00;0,0013
1830,00;0,0013
1829,00;0,0013
1828,00;0,0013
1827,00;0,0013
1826,00;0,0013
1825,00;0,0013
1824,00;0,0013
1823,00;0,0013
1822,00;0,0013
1821,00;0,0013
1820,00;0,0013
1819,00;0,0014
1818,00;0,0014
1817,00;0,0014
1816,00;0,0014
1815,00;0,0014
1814,00;0,0014
1813,00;0,0014
1812,00;0,0014
1811,00;0,0014
1810,00;0,0014
1809,00;0,0014
1808,00;0,0014
1807,00;0,0014
1806,00;0,0014
1805,00;0,0014
1804,00;0,0014
1803,00;0,0014
1802,00;0,0014
1801,00;0,0014
1800,00;0,0014
1799,00;0,0014
1798,00;0,0014
1797,00;0,0014
1796,00;0,0014
1795,00;0,0014
1794,00;0,0014
1793,00;0,0014
1792,00;0,0014
1791,00;0,0014
1790,00;0,0015
1789,00;0,0015
1788,00;0,0015
1787,00;0,0015
1786,00;0,0015
1785,00;0,0015
1784,00;0,0015
1783,00;0,0015
1782,00;0,0016
1781,00;0,0016
1780,00;0,0016
1779,00;0,0016
1778,00;0,0017
1777,00;0,0017
1776,00;0,0017
1775,00;0,0016
1774,00;0,0016
1773,00;0,0017
1772,00;0,0017
1771,00;0,0018
1770,00;0,0018
1769,00;0,0018
1768,00;0,0018
1767,00;0,0019
1766,00;0,0019
1765,00;0,0020
1764,00;0,0020
1763,00;0,0021
1762,00;0,0022
1761,00;0,0023
1760,00;0,0024
1759,00;0,0025
1758,00;0,0025
1757,00;0,0026
1756,00;0,0028
1755,00;0,0029
1754,00;0,0030
1753,00;0,0031
1752,00;0,0033
1751,00;0,0034
1750,00;0,0036
1749,00;0,0038
1748,00;0,0040
1747,00;0,0042
1746,00;0,0044
1745,00;0,0045
1744,00;0,0047
1743,00;0,0048
1742,00;0,0049
1741,00;0,0050
1740,00;0,0050
1739,00;0,0050
1738,00;0,0050
1737,00;0,0050
1736,00;0,0049
1735,00;0,0048
1734,00;0,0046
1733,00;0,0046
1732,00;0,0045
1731,00;0,0045
1730,00;0,0045
1729,00;0,0044
1728,00;0,0044
1727,00;0,0043
1726,00;0,0043
1725,00;0,0042
1724,00;0,0042
1723,00;0,0041
1722,00;0,0041
1721,00;0,0041
1720,00;0,0041
1719,00;0,0040
1718,00;0,0039
1717,00;0,0038
1716,00;0,0037
1715,00;0,0038
1714,00;0,0038
1713,00;0,0037
1712,00;0,0037
1711,00;0,0037
1710,00;0,0037
1709,00;0,0037
1708,00;0,0037
1707,00;0,0037
1706,00;0,0036
1705,00;0,0036
1704,00;0,0036
1703,00;0,0036
1702,00;0,0036
1701,00;0,0036
1700,00;0,0036
1699,00;0,0036
1698,00;0,0036
1697,00;0,0036
1696,00;0,0038
1695,00;0,0039
1694,00;0,0040
1693,00;0,0040
1692,00;0,0041
1691,00;0,0041
1690,00;0,0042
1689,00;0,0043
1688,00;0,0044
1687,00;0,0045
1686,00;0,0046
1685,00;0,0048
1684,00;0,0052
1683,00;0,0054
1682,00;0,0056
1681,00;0,0057
1680,00;0,0059
1679,00;0,0061
1678,00;0,0063
1677,00;0,0065
1676,00;0,0068
1675,00;0,0072
1674,00;0,0075
1673,00;0,0078
1672,00;0,0081
1671,00;0,0085
1670,00;0,0091
1669,00;0,0098
1668,00;0,0105
1667,00;0,0111
1666,00;0,0116
1665,00;0,0122
1664,00;0,0130
1663,00;0,0140
1662,00;0,0150
1661,00;0,0159
1660,00;0,0168
1659,00;0,0177
1658,00;0,0186
1657,00;0,0194
1656,00;0,0202
1655,00;0,0214
1654,00;0,0237
1653,00;0,0274
1652,00;0,0302
1651,00;0,0319
1650,00;0,0334
1649,00;0,0355
1648,00;0,0389
1647,00;0,0436
1646,00;0,0481
1645,00;0,0512
1644,00;0,0534
1643,00;0,0552
1642,00;0,0567
1641,00;0,0580
1640,00;0,0588
1639,00;0,0591
1638,00;0,0587
1637,00;0,0571
1636,00;0,0536
1635,00;0,0492
1634,00;0,0453
1633,00;0,0419
1632,00;0,0387
1631,00;0,0356
1630,00;0,0326
1629,00;0,0297
1628,00;0,0271
1627,00;0,0250
1626,00;0,0233
1625,00;0,0218
1624,00;0,0203
1623,00;0,0188
1622,00;0,0176
1621,00;0,0167
1620,00;0,0160
1619,00;0,0153
1618,00;0,0146
1617,00;0,0138
1616,00;0,0131
1615,00;0,0125
1614,00;0,0122
1613,00;0,0118
1612,00;0,0115
1611,00;0,0111
1610,00;0,0108
1609,00;0,0105
1608,00;0,0101
1607,00;0,0098
1606,00;0,0095
1605,00;0,0092
1604,00;0,0089
1603,00;0,0086
1602,00;0,0084
1601,00;0,0082
1600,00;0,0081
1599,00;0,0079
1598,00;0,0079
1597,00;0,0078
1596,00;0,0077
1595,00;0,0076
1594,00;0,0076
1593,00;0,0076
1592,00;0,0076
1591,00;0,0076
1590,00;0,0077
1589,00;0,0078
1588,00;0,0079
1587,00;0,0080
1586,00;0,0081
1585,00;0,0083
1584,00;0,0086
1583,00;0,0088
1582,00;0,0091
1581,00;0,0094
1580,00;0,0096
1579,00;0,0099
1578,00;0,0102
1577,00;0,0107
1576,00;0,0112
1575,00;0,0117
1574,00;0,0121
1573,00;0,0125
1572,00;0,0129
1571,00;0,0135
1570,00;0,0143
1569,00;0,0153
1568,00;0,0161
1567,00;0,0168
1566,00;0,0177
1565,00;0,0188
1564,00;0,0198
1563,00;0,0207
1562,00;0,0214
1561,00;0,0222
1560,00;0,0234
1559,00;0,0249
1558,00;0,0260
1557,00;0,0264
1556,00;0,0267
1555,00;0,0269
1554,00;0,0273
1553,00;0,0277
1552,00;0,0281
1551,00;0,0285
1550,00;0,0290
1549,00;0,0294
1548,00;0,0299
1547,00;0,0303
1546,00;0,0306
1545,00;0,0310
1544,00;0,0313
1543,00;0,0314
1542,00;0,0314
1541,00;0,0310
1540,00;0,0303
1539,00;0,0295
1538,00;0,0286
1537,00;0,0278
1536,00;0,0270
1535,00;0,0259
1534,00;0,0243
1533,00;0,0225
1532,00;0,0211
1531,00;0,0200
1530,00;0,0190
1529,00;0,0180
1528,00;0,0170
1527,00;0,0159
1526,00;0,0150
1525,00;0,0142
1524,00;0,0136
1523,00;0,0130
1522,00;0,0122
1521,00;0,0114
1520,00;0,0110
1519,00;0,0107
1518,00;0,0103
1517,00;0,0099
1516,00;0,0095
1515,00;0,0092
1514,00;0,0090
1513,00;0,0087
1512,00;0,0084
1511,00;0,0082
1510,00;0,0080
1509,00;0,0078
1508,00;0,0075
1507,00;0,0073
1506,00;0,0071
1505,00;0,0070
1504,00;0,0070
1503,00;0,0069
1502,00;0,0067
1501,00;0,0064
1500,00;0,0061
1499,00;0,0059
1498,00;0,0059
1497,00;0,0060
1496,00;0,0061
1495,00;0,0061
1494,00;0,0061
1493,00;0,0061
1492,00;0,0061
1491,00;0,0061
1490,00;0,0061
1489,00;0,0061
1488,00;0,0063
1487,00;0,0065
1486,00;0,0067
1485,00;0,0070
1484,00;0,0074
1483,00;0,0078
1482,00;0,0084
1481,00;0,0091
1480,00;0,0099
1479,00;0,0105
1478,00;0,0110
1477,00;0,0115
1476,00;0,0119
1475,00;0,0123
1474,00;0,0129
1473,00;0,0141
1472,00;0,0157
1471,00;0,0171
1470,00;0,0182
1469,00;0,0191
1468,00;0,0196
1467,00;0,0198
1466,00;0,0194
1465,00;0,0185
1464,00;0,0173
1463,00;0,0163
1462,00;0,0155
1461,00;0,0148
1460,00;0,0143
1459,00;0,0138
1458,00;0,0133
1457,00;0,0129
1456,00;0,0127
1455,00;0,0125
1454,00;0,0123
1453,00;0,0120
1452,00;0,0118
1451,00;0,0117
1450,00;0,0116
1449,00;0,0117
1448,00;0,0118
1447,00;0,0118
1446,00;0,0118
1445,00;0,0118
1444,00;0,0118
1443,00;0,0118
1442,00;0,0118
1441,00;0,0119
1440,00;0,0119
1439,00;0,0119
1438,00;0,0119
1437,00;0,0118
1436,00;0,0117
1435,00;0,0117
1434,00;0,0116
1433,00;0,0115
1432,00;0,0113
1431,00;0,0110
1430,00;0,0107
1429,00;0,0104
1428,00;0,0102
1427,00;0,0100
1426,00;0,0099
1425,00;0,0099
1424,00;0,0101
1423,00;0,0102
1422,00;0,0104
1421,00;0,0105
1420,00;0,0106
1419,00;0,0106
1418,00;0,0106
1417,00;0,0104
1416,00;0,0101
1415,00;0,0098
1414,00;0,0094
1413,00;0,0090
1412,00;0,0087
1411,00;0,0084
1410,00;0,0082
1409,00;0,0079
1408,00;0,0078
1407,00;0,0076
1406,00;0,0075
1405,00;0,0073
1404,00;0,0072
1403,00;0,0072
1402,00;0,0071
1401,00;0,0071
1400,00;0,0070
1399,00;0,0069
1398,00;0,0069
1397,00;0,0069
1396,00;0,0070
1395,00;0,0071
1394,00;0,0072
1393,00;0,0073
1392,00;0,0074
1391,00;0,0075
1390,00;0,0076
1389,00;0,0077
1388,00;0,0078
1387,00;0,0080
1386,00;0,0081
1385,00;0,0083
1384,00;0,0085
1383,00;0,0087
1382,00;0,0089
1381,00;0,0091
1380,00;0,0093
1379,00;0,0095
1378,00;0,0097
1377,00;0,0099
1376,00;0,0100
1375,00;0,0101
1374,00;0,0101
1373,00;0,0100
1372,00;0,0100
1371,00;0,0099
1370,00;0,0098
1369,00;0,0097
1368,00;0,0096
1367,00;0,0095
1366,00;0,0095
1365,00;0,0094
1364,00;0,0094
1363,00;0,0095
1362,00;0,0096
1361,00;0,0098
1360,00;0,0099
1359,00;0,0099
1358,00;0,0099
1357,00;0,0099
1356,00;0,0098
1355,00;0,0098
1354,00;0,0097
1353,00;0,0097
1352,00;0,0097
1351,00;0,0096
1350,00;0,0095
1349,00;0,0094
1348,00;0,0094
1347,00;0,0094
1346,00;0,0094
1345,00;0,0094
1344,00;0,0095
1343,00;0,0097
1342,00;0,0099
1341,00;0,0101
1340,00;0,0103
1339,00;0,0105
1338,00;0,0107
1337,00;0,0109
1336,00;0,0109
1335,00;0,0109
1334,00;0,0109
1333,00;0,0107
1332,00;0,0106
1331,00;0,0105
1330,00;0,0105
1329,00;0,0105
1328,00;0,0104
1327,00;0,0104
1326,00;0,0104
1325,00;0,0103
1324,00;0,0102
1323,00;0,0101
1322,00;0,0100
1321,00;0,0099
1320,00;0,0098
1319,00;0,0097
1318,00;0,0096
1317,00;0,0096
1316,00;0,0096
1315,00;0,0097
1314,00;0,0098
1313,00;0,0099
1312,00;0,0101
1311,00;0,0103
1310,00;0,0104
1309,00;0,0105
1308,00;0,0105
1307,00;0,0105
1306,00;0,0105
1305,00;0,0105
1304,00;0,0105
1303,00;0,0104
1302,00;0,0103
1301,00;0,0103
1300,00;0,0103
1299,00;0,0104
1298,00;0,0104
1297,00;0,0104
1296,00;0,0103
1295,00;0,0103
1294,00;0,0103
1293,00;0,0104
1292,00;0,0105
1291,00;0,0107
1290,00;0,0108
1289,00;0,0109
1288,00;0,0109
1287,00;0,0109
1286,00;0,0109
1285,00;0,0109
1284,00;0,0110
1283,00;0,0111
1282,00;0,0113
1281,00;0,0114
1280,00;0,0114
1279,00;0,0114
1278,00;0,0113
1277,00;0,0112
1276,00;0,0110
1275,00;0,0108
1274,00;0,0105
1273,00;0,0104
1272,00;0,0102
1271,00;0,0101
1270,00;0,0100
1269,00;0,0099
1268,00;0,0099
1267,00;0,0099
1266,00;0,0100
1265,00;0,0102
1264,00;0,0103
1263,00;0,0104
1262,00;0,0105
1261,00;0,0105
1260,00;0,0104
1259,00;0,0103
1258,00;0,0101
1257,00;0,0100
1256,00;0,0099
1255,00;0,0098
1254,00;0,0098
1253,00;0,0098
1252,00;0,0098
1251,00;0,0099
1250,00;0,0099
1249,00;0,0100
1248,00;0,0101
1247,00;0,0103
1246,00;0,0105
1245,00;0,0106
1244,00;0,0107
1243,00;0,0107
1242,00;0,0107
1241,00;0,0106
1240,00;0,0104
1239,00;0,0102
1238,00;0,0101
1237,00;0,0099
1236,00;0,0098
1235,00;0,0097
1234,00;0,0097
1233,00;0,0097
1232,00;0,0097
1231,00;0,0097
1230,00;0,0098
1229,00;0,0100
1228,00;0,0103
1227,00;0,0106
1226,00;0,0109
1225,00;0,0111
1224,00;0,0111
1223,00;0,0110
1222,00;0,0108
1221,00;0,0105
1220,00;0,0101
1219,00;0,0098
1218,00;0,0095
1217,00;0,0093
1216,00;0,0093
